,pop_density,flu_shot,covid_shots,bmi_diff
17949,-0.9,0.0,0.0,-0.0
16781,0.0,0.0,0.0,-0.1
13580,0.0,0.0,1.0,-0.0
12079,-1.0,0.0,1.0,0.0
17062,-1.1,0.0,0.0,-0.1
14471,0.0,0.0,0.0,0.0
17114,-0.0,0.0,1.0,-0.0
19890,-0.6,0.0,1.0,-0.3
16488,0.0,0.0,1.0,-0.0
14879,0.0,0.0,3.0,-0.0
18932,-0.0,0.0,2.0,0.0
11668,-0.0,0.0,1.0,0.0
18776,0.1,0.0,1.0,-0.0
12515,-0.0,0.0,2.0,0.0
14666,-0.6,0.0,0.0,0.0
15925,0.0,0.0,1.0,0.0
16224,0.0,0.0,2.0,0.0
19637,-0.2,0.0,0.0,0.1
18685,0.0,0.0,1.0,0.0
11470,-0.6,0.0,0.0,-0.0
13248,-0.0,0.0,1.0,-0.0
16655,0.0,0.0,1.0,-0.0
10502,-0.0,0.0,0.0,0.1
10137,-0.9,0.0,0.0,-0.0
16788,-0.9,0.0,0.0,-0.0
13015,0.1,0.0,0.0,-0.0
11999,-0.0,0.0,1.0,-0.0
15932,0.0,0.0,2.0,-0.0
11389,-0.0,0.0,2.0,-0.0
15821,-0.0,0.0,0.0,0.0
10819,0.1,0.0,0.0,0.0
18041,0.0,0.0,1.0,-0.2
10588,-1.0,0.0,0.0,0.0
13556,0.1,0.0,2.0,-0.0
18314,-0.6,0.0,0.0,0.0
14558,-0.1,0.0,0.0,0.0
16666,-0.4,0.0,1.0,0.2
11553,0.0,0.0,1.0,-0.0
11716,0.0,0.0,0.0,0.1
13235,-0.4,0.0,2.0,0.0
15090,0.0,0.0,2.0,-0.0
19817,0.1,0.0,0.0,0.0
14808,-0.0,0.0,1.0,0.0
14322,-0.1,0.0,0.0,-0.0
13410,0.0,0.0,1.0,-0.0
16219,-0.0,0.0,1.0,0.0
18385,0.0,0.0,1.0,0.0
19441,-1.1,0.0,0.0,0.0
17307,-0.2,0.0,1.0,0.0
12056,-0.0,0.0,0.0,0.0
18450,-0.7,0.0,0.0,-0.1
19497,-0.5,0.0,1.0,0.1
11402,0.0,0.0,1.0,-0.0
10451,-0.2,0.0,1.0,0.0
13349,-0.4,0.0,1.0,-0.0
18472,-0.3,0.0,1.0,0.1
17117,0.1,0.0,0.0,-0.0
13651,0.0,0.0,1.0,-0.0
19504,-0.0,1.0,1.0,0.0
13508,-0.0,0.0,1.0,0.0
17405,-0.0,0.0,2.0,-0.0
12292,0.0,0.0,1.0,-0.0
18214,-0.5,0.0,0.0,-0.0
19839,0.0,0.0,2.0,0.0
18328,-0.0,0.0,1.0,0.0
18347,0.0,0.0,1.0,0.0
14793,0.0,0.0,1.0,-0.0
18196,0.0,0.0,1.0,-0.0
10460,-0.6,0.0,0.0,0.0
11679,-0.4,0.0,0.0,0.0
15003,0.0,0.0,1.0,-0.0
13419,-0.0,0.0,1.0,-0.0
18644,-0.9,0.0,0.0,-0.0
11139,0.0,0.0,2.0,-0.0
18622,-1.3,0.0,0.0,-0.0
16834,-0.0,0.0,0.0,0.1
12575,-0.0,0.0,2.0,0.0
15269,0.0,0.0,2.0,0.0
18043,-0.9,0.0,0.0,0.0
10630,0.0,0.0,0.0,-0.1
18209,-0.7,0.0,0.0,-0.0
15597,-0.0,0.0,1.0,0.0
11854,-0.3,0.0,1.0,-0.0
13713,0.0,0.0,1.0,-0.0
11242,0.0,0.0,0.0,-0.1
16114,-0.7,0.0,0.0,0.1
12490,-0.0,0.0,2.0,-0.0
10437,0.0,0.0,0.0,0.0
18949,-0.1,0.0,0.0,-0.0
12216,-0.8,0.0,0.0,0.0
18541,-0.2,0.0,1.0,-0.0
12470,-0.7,0.0,0.0,0.0
12982,-0.5,0.0,0.0,-0.0
19838,-0.0,0.0,2.0,-0.0
19900,-0.1,0.0,2.0,0.0
10795,-0.2,0.0,0.0,-0.0
18366,-0.4,0.0,1.0,-0.1
10394,-0.3,0.0,1.0,0.0
10682,-1.3,0.0,2.0,-0.0
15765,-1.0,0.0,0.0,0.0
10200,-0.0,0.0,2.0,-0.0
19365,-0.0,0.0,0.0,0.1
17388,-0.4,0.0,0.0,0.0
13405,-0.2,0.0,0.0,-0.0
18445,-0.0,0.0,1.0,0.0
18258,0.0,0.0,2.0,-0.0
16433,-0.0,0.0,1.0,-0.0
15152,-0.1,0.0,1.0,0.1
15563,0.0,0.0,1.0,0.0
16774,0.0,0.0,1.0,0.0
15388,-0.2,0.0,1.0,-0.0
19140,-0.5,0.0,1.0,0.1
18144,0.0,0.0,1.0,0.0
17203,0.0,0.0,1.0,-0.0
19664,0.0,0.0,1.0,-0.0
18058,-1.1,0.0,0.0,-0.0
16860,-0.8,0.0,0.0,-0.0
12665,-1.0,0.0,1.0,-0.0
13396,-0.0,0.0,1.0,-0.0
16925,-0.3,0.0,1.0,-0.0
16389,-0.0,0.0,2.0,-0.0
16913,0.1,0.0,0.0,-0.0
12233,-0.1,0.0,0.0,0.0
10789,-0.4,0.0,0.0,0.0
15771,0.0,0.0,1.0,0.0
16011,-0.0,0.0,0.0,0.1
13174,-0.1,0.0,1.0,-0.0
14114,-0.7,0.0,0.0,-0.1
13095,-0.8,0.0,0.0,-0.0
19892,-0.1,0.0,0.0,-0.1
14440,0.0,0.0,0.0,-0.0
11667,-0.7,0.0,0.0,-0.1
12118,-0.8,0.0,0.0,-0.0
12093,0.0,0.0,1.0,-0.1
18991,-0.0,0.0,1.0,0.0
17077,-0.0,0.0,1.0,-0.0
18455,-0.0,0.0,1.0,-0.0
10189,-0.0,0.0,1.0,-0.0
14800,-0.0,0.0,2.0,-0.0
12942,-0.0,0.0,1.0,-0.0
18509,-0.1,0.0,1.0,0.1
12080,-1.0,0.0,0.0,-0.0
19936,-0.4,0.0,0.0,-0.1
14464,-0.1,0.0,0.0,0.0
18748,-0.9,0.0,0.0,0.0
18159,-0.0,0.0,1.0,-0.0
12310,-0.3,0.0,0.0,0.0
15981,0.0,0.0,0.0,0.0
18419,-0.0,0.0,1.0,-0.0
19050,0.0,0.0,3.0,0.0
18152,-0.5,0.0,1.0,0.1
16820,-0.1,0.0,1.0,-0.0
10759,0.0,0.0,1.0,0.0
12005,-0.6,0.0,0.0,0.0
10918,-0.0,0.0,1.0,-0.1
10768,0.0,0.0,0.0,0.0
11644,-0.1,0.0,0.0,0.0
18436,-0.6,0.0,1.0,0.0
15729,0.0,1.0,1.0,-0.0
15255,0.1,0.0,2.0,0.0
11583,-0.5,0.0,0.0,-0.0
17443,-0.0,0.0,1.0,0.0
17730,-0.0,0.0,1.0,0.0
16366,0.0,0.0,1.0,0.0
19210,-0.5,0.0,0.0,-0.0
15044,-0.1,0.0,1.0,0.0
16198,-1.5,0.0,2.0,0.0
17815,0.0,0.0,1.0,-0.0
11863,-0.0,0.0,1.0,0.0
16088,-0.0,0.0,1.0,0.0
19510,-0.5,0.0,1.0,0.0
15389,0.0,0.0,1.0,-0.0
15034,-0.0,1.0,1.0,-0.0
14505,-0.7,0.0,0.0,0.0
