,pop_density,flu_shot,covid_shots,bmi_diff
13866,-0.6,0.0,0.0,-0.0
19206,-0.9,0.0,0.0,0.0
14484,-0.0,0.0,1.0,0.0
12362,0.0,0.0,1.0,-0.0
14343,-0.0,0.0,0.0,0.1
16448,-0.8,0.0,0.0,-0.0
11274,-0.6,0.0,0.0,-0.0
10583,-0.0,0.0,0.0,-0.0
14040,-0.0,0.0,1.0,0.0
19919,0.0,0.0,0.0,-0.1
18708,-0.0,0.0,1.0,0.0
13016,0.0,0.0,2.0,0.0
13107,-0.3,0.0,0.0,-0.0
13497,0.0,0.0,0.0,0.0
10526,-0.0,0.0,1.0,0.0
10321,0.0,0.0,2.0,0.0
16056,-0.0,0.0,1.0,-0.0
15531,-0.4,0.0,1.0,-0.0
17895,0.0,0.0,0.0,0.0
15003,0.0,0.0,1.0,-0.0
18269,-0.2,0.0,0.0,0.1
11552,-0.9,0.0,0.0,-0.0
10577,-0.0,0.0,1.0,-0.0
14452,-0.0,0.0,1.0,0.0
13807,0.0,0.0,1.0,0.0
11883,-0.1,0.0,0.0,-0.0
11855,0.0,0.0,1.0,0.1
19626,0.0,0.0,1.0,0.0
17384,-0.7,0.0,0.0,0.0
19436,-0.0,0.0,1.0,-0.0
17355,0.0,0.0,1.0,0.0
17044,-0.5,0.0,1.0,-0.0
19758,-0.0,0.0,2.0,-0.1
18049,-0.9,0.0,1.0,-0.0
15746,-0.0,0.0,0.0,0.1
18258,-0.9,0.0,2.0,-0.1
13416,-0.0,1.0,0.0,-0.0
15586,0.0,0.0,1.0,0.0
10678,0.0,0.0,2.0,-0.0
17255,0.0,0.0,1.0,-0.0
17854,-0.5,0.0,1.0,-0.0
10056,-0.4,0.0,1.0,-0.0
12470,-0.9,0.0,0.0,-0.0
14529,-0.7,0.0,0.0,0.0
15772,-0.3,0.0,0.0,-0.0
11461,-0.8,0.0,0.0,0.0
11082,0.0,0.0,2.0,-0.0
19799,0.0,0.0,0.0,-0.0
17693,-0.5,0.0,0.0,0.0
19504,0.0,0.0,1.0,0.0
11171,-0.3,0.0,0.0,0.0
17434,-0.8,0.0,0.0,0.1
14593,-0.2,0.0,0.0,0.0
16761,0.0,0.0,1.0,-0.0
10617,-0.9,0.0,0.0,0.0
11121,0.1,0.0,0.0,-0.0
19375,0.0,0.0,1.0,0.0
16140,-0.0,0.0,1.0,-0.0
17665,-0.0,0.0,2.0,0.0
11629,-0.0,0.0,1.0,0.0
18713,0.0,0.0,1.0,-0.0
17118,0.0,0.0,1.0,-0.0
12133,-0.0,0.0,0.0,0.0
16431,-0.0,0.0,1.0,0.1
17084,-0.1,0.0,0.0,0.0
11933,-0.3,0.0,0.0,-0.1
10938,-0.2,0.0,1.0,0.0
17414,0.1,0.0,0.0,0.0
10601,0.1,0.0,0.0,-0.0
19305,0.0,0.0,1.0,0.0
17933,0.0,0.0,0.0,-0.1
11913,-0.7,0.0,1.0,-0.1
15067,0.0,0.0,1.0,-0.0
17876,-0.4,0.0,0.0,-0.0
17246,-0.3,0.0,1.0,0.0
17342,-0.0,0.0,0.0,-0.1
13851,-0.0,0.0,0.0,-0.1
18954,-0.0,0.0,0.0,0.0
13020,0.0,0.0,0.0,0.1
16369,-0.1,0.0,1.0,0.0
11330,-0.0,0.0,0.0,0.0
13510,-0.0,0.0,1.0,-0.0
12634,0.0,0.0,1.0,0.0
13978,-0.0,0.0,1.0,-0.0
13321,-0.0,0.0,1.0,-0.0
14414,-0.2,0.0,0.0,0.0
15131,-0.0,0.0,0.0,-0.0
19398,0.0,0.0,1.0,0.0
18424,-0.0,1.0,1.0,0.0
17320,-0.8,0.0,0.0,-0.0
16400,-0.0,0.0,1.0,0.0
10092,-0.0,0.0,1.0,0.0
16303,-0.6,0.0,0.0,0.1
12274,-0.3,0.0,2.0,0.0
16701,0.0,0.0,3.0,-0.0
12358,0.0,0.0,1.0,0.0
16655,-0.2,0.0,1.0,0.0
16973,-0.0,0.0,2.0,-0.0
10670,-0.1,0.0,0.0,-0.0
16742,-0.2,0.0,1.0,0.0
16654,-0.2,0.0,0.0,-0.0
14486,-0.0,0.0,3.0,-0.0
12896,-0.8,0.0,0.0,0.0
19916,-0.0,0.0,2.0,-0.0
19252,-0.1,0.0,0.0,-0.0
11886,-0.2,0.0,1.0,-0.0
18855,0.0,0.0,2.0,0.0
19093,-0.0,0.0,1.0,0.0
10470,-0.1,0.0,0.0,0.0
12691,-0.1,0.0,0.0,0.2
10781,0.0,0.0,2.0,0.0
11127,-0.3,0.0,0.0,-0.0
19281,-0.4,0.0,2.0,0.0
10814,-0.1,0.0,0.0,0.0
19690,-0.0,0.0,1.0,-0.0
11436,-0.7,0.0,0.0,0.1
16771,-0.1,0.0,1.0,0.0
12998,-0.1,0.0,1.0,0.0
19538,-0.7,0.0,0.0,0.0
18558,-0.0,0.0,0.0,-0.1
16212,-0.0,0.0,2.0,-0.0
10744,-0.6,0.0,0.0,0.1
18646,-0.2,0.0,0.0,-0.0
14932,0.0,0.0,1.0,0.0
18818,0.1,0.0,0.0,-0.0
18860,-0.2,0.0,0.0,0.0
10792,-0.0,0.0,1.0,0.0
17602,-0.2,0.0,0.0,-0.0
19566,-0.0,0.0,1.0,0.0
13263,-0.2,0.0,0.0,-0.0
19541,0.0,0.0,1.0,-0.0
13245,0.0,0.0,2.0,0.0
19208,-0.0,0.0,1.0,0.0
15155,-0.1,0.0,0.0,-0.0
18333,-0.3,0.0,0.0,-0.0
12328,0.0,0.0,1.0,0.0
14426,-0.0,0.0,1.0,0.1
10323,-0.0,0.0,3.0,-0.0
16593,-0.3,0.0,2.0,0.0
12536,0.0,0.0,0.0,0.0
11995,0.0,0.0,1.0,0.0
12062,-0.1,0.0,0.0,-0.0
10355,-0.0,0.0,1.0,0.0
12873,-0.0,0.0,1.0,-0.0
13742,-0.5,0.0,1.0,0.0
12496,-0.8,0.0,2.0,0.0
18331,0.1,0.0,0.0,-0.0
15714,-0.0,0.0,0.0,-0.0
18819,-0.1,0.0,0.0,0.0
16288,-0.7,0.0,1.0,-0.0
13494,0.0,0.0,1.0,-0.0
15480,-0.9,0.0,1.0,-0.0
18083,-0.0,0.0,1.0,-0.0
15107,-0.0,0.0,1.0,0.0
10145,-0.0,0.0,1.0,-0.0
18961,-0.0,0.0,3.0,-0.0
13334,-0.1,0.0,0.0,0.1
11304,0.0,0.0,0.0,-0.1
18919,0.0,0.0,1.0,-0.0
12687,-0.0,0.0,0.0,0.0
12910,0.0,0.0,1.0,0.0
16787,0.0,0.0,1.0,-0.0
10897,-0.4,1.0,0.0,0.0
19244,-0.0,0.0,0.0,0.0
10973,-0.4,0.0,0.0,0.0
18765,-0.5,0.0,0.0,0.1
13421,-0.9,0.0,0.0,-0.0
15122,0.0,0.0,1.0,0.0
12669,-0.8,0.0,1.0,-0.0
11795,-0.3,0.0,0.0,-0.0
13457,-0.0,0.0,1.0,-0.0
16204,-0.0,0.0,1.0,-0.0
13211,-0.7,0.0,1.0,-0.0
17189,-0.0,0.0,0.0,-0.1
17591,0.0,0.0,1.0,-0.0
18936,-0.1,0.0,0.0,-0.0
11902,-0.0,0.0,1.0,-0.0
17507,0.0,0.0,1.0,0.0
13820,-0.0,0.0,1.0,0.0
11921,-0.0,0.0,0.0,0.0
12862,0.0,0.0,1.0,0.0
17900,-0.0,0.0,0.0,0.1
17050,0.0,0.0,1.0,-0.0
16740,0.0,1.0,0.0,0.0
10890,0.0,0.0,1.0,0.0
11865,0.0,0.0,1.0,-0.0
11300,-0.8,0.0,2.0,-0.0
17192,0.0,0.0,1.0,-0.0
15726,-0.0,0.0,1.0,-0.0
12602,-1.0,0.0,0.0,-0.0
16163,0.0,0.0,2.0,0.0
15904,0.0,0.0,2.0,-0.0
15663,0.0,0.0,1.0,-0.0
18034,-0.9,0.0,0.0,-0.0
14683,-0.7,0.0,1.0,0.1
15091,-0.7,0.0,0.0,-0.0
16925,-0.0,0.0,1.0,0.0
17483,-0.3,0.0,1.0,-0.1
