,pop_density,flu_shot,covid_shots,bmi_diff
9277,-2.9,0.0,0.0,0.0
5131,-0.1,0.0,2.0,0.0
6560,-3.1,0.0,0.0,-0.0
6437,-0.1,0.0,3.0,0.1
5730,-0.2,0.0,2.0,0.0
8930,-0.1,0.0,2.0,0.0
5566,-0.7,0.0,2.0,0.0
6256,-2.7,0.0,1.0,0.0
5297,-0.1,0.0,2.0,0.0
8943,-3.3,0.0,0.0,-0.0
9862,-0.0,0.0,3.0,0.0
8828,0.2,0.0,3.0,0.0
8029,-1.6,0.0,1.0,0.0
9472,-0.2,0.0,2.0,0.0
9696,-0.7,0.0,2.0,-0.0
8771,-0.1,0.0,3.0,-0.0
7022,-1.6,0.0,3.0,0.0
9418,-1.9,0.0,3.0,0.0
8098,-0.9,0.0,2.0,0.0
9085,0.1,0.0,2.0,0.0
5605,-0.8,0.0,3.0,0.0
6858,-0.8,0.0,2.0,0.0
7263,-2.7,0.0,0.0,-0.1
6766,-1.0,0.0,3.0,0.0
5405,-1.1,0.0,2.0,0.0
8886,-1.5,0.0,2.0,-0.1
5312,-0.6,0.0,2.0,0.1
7261,0.1,0.0,2.0,0.0
6910,0.2,0.0,2.0,0.0
7177,0.2,0.0,3.0,0.0
7435,-0.0,0.0,2.0,0.0
7371,-6.8,0.0,3.0,-0.0
6052,-2.7,0.0,0.0,-0.0
7290,-0.0,0.0,3.0,-0.0
7176,-2.0,0.0,0.0,-0.1
5346,0.1,0.0,3.0,-0.1
7507,-0.6,0.0,2.0,0.0
8385,0.0,0.0,2.0,0.0
6309,-0.7,0.0,2.0,0.0
9074,0.1,0.0,3.0,0.0
6517,-0.3,0.0,3.0,0.1
7488,-4.2,0.0,0.0,-0.0
5936,-0.0,0.0,2.0,0.0
6508,0.1,0.0,2.0,0.0
5205,-3.2,0.0,2.0,-0.1
6209,-0.0,0.0,3.0,0.0
7247,-2.8,0.0,0.0,-0.0
5380,-0.8,0.0,2.0,-0.1
8959,0.0,0.0,2.0,0.0
5317,-0.0,0.0,3.0,-0.0
8143,0.0,0.0,3.0,0.0
7208,-1.2,0.0,2.0,0.0
9362,-1.1,0.0,2.0,0.0
9940,0.0,0.0,2.0,0.0
8087,-1.0,0.0,2.0,0.0
7309,-2.5,0.0,2.0,0.0
7824,-0.6,0.0,3.0,0.1
7458,-0.1,0.0,2.0,0.0
9874,-2.4,0.0,0.0,-0.1
5976,-1.1,0.0,2.0,-0.0
9042,-0.1,0.0,2.0,0.0
6718,-0.2,0.0,2.0,0.0
7283,-0.0,0.0,3.0,0.1
8391,-2.8,0.0,0.0,-0.0
8217,-0.0,0.0,2.0,0.0
7498,-0.7,0.0,0.0,-0.0
9352,-1.6,0.0,2.0,0.0
8196,-1.2,0.0,0.0,-0.0
7000,0.4,0.0,3.0,0.0
9687,-0.7,0.0,3.0,0.0
8224,-0.4,0.0,2.0,-0.0
8574,-1.1,0.0,2.0,0.0
9218,0.0,0.0,3.0,0.1
7213,-0.8,0.0,2.0,-0.0
6810,0.2,0.0,2.0,0.0
5170,-0.3,0.0,2.0,0.0
7929,-0.9,0.0,2.0,0.0
6406,-3.7,0.0,0.0,0.0
5184,-0.0,0.0,2.0,0.1
6503,-0.0,0.0,3.0,0.0
9590,-2.7,0.0,0.0,-0.0
9166,-1.7,0.0,1.0,0.0
9663,-0.7,0.0,2.0,-0.0
6341,0.0,0.0,2.0,0.0
8377,-2.5,0.0,0.0,-0.1
9068,0.0,0.0,2.0,0.0
5970,-0.1,0.0,2.0,0.0
7864,-0.2,0.0,2.0,-0.0
