,pop_density,flu_shot,covid_shots,bmi_diff
7458,-0.5,0.0,2.0,0.0
8196,-1.3,0.0,0.0,-0.0
5184,-0.4,0.0,2.0,0.0
9418,-1.9,0.0,3.0,0.0
9663,-0.5,0.0,2.0,0.0
8087,-1.0,0.0,2.0,-0.0
5936,-0.2,0.0,2.0,0.0
5312,-0.4,0.0,2.0,0.1
8959,0.1,0.0,2.0,0.0
7213,-0.7,0.0,2.0,0.0
5170,-0.2,0.0,2.0,0.0
5605,-0.4,0.0,3.0,0.0
9862,-1.9,0.0,2.0,0.0
9068,-0.1,0.0,2.0,0.0
5976,-1.0,0.0,2.0,0.0
5131,-0.0,0.0,2.0,0.0
9352,0.1,0.0,3.0,0.1
9472,-0.3,0.0,2.0,0.0
7290,-1.1,0.0,2.0,0.0
6437,-0.0,0.0,3.0,0.0
5380,-0.0,0.0,3.0,0.0
9166,-1.9,0.0,1.0,0.0
9277,-3.2,0.0,0.0,-0.0
7261,0.0,0.0,2.0,0.0
5970,-0.1,0.0,2.0,-0.1
7371,-6.6,0.0,3.0,0.1
8391,-3.0,0.0,0.0,0.0
7247,-2.3,0.0,0.0,0.0
5730,-0.3,0.0,2.0,0.0
8385,-0.0,0.0,2.0,0.1
7022,-1.4,0.0,3.0,-0.0
6309,-0.8,0.0,2.0,0.0
6508,0.0,0.0,2.0,0.0
5317,-0.0,0.0,3.0,0.0
8574,-0.1,0.0,3.0,0.0
6503,0.0,0.0,3.0,-0.0
6256,-4.9,0.0,0.0,0.0
9590,-2.9,0.0,0.0,-0.0
9218,0.0,0.0,3.0,-0.0
6910,0.0,0.0,2.0,0.0
9687,-0.7,0.0,3.0,0.0
6718,-0.6,0.0,2.0,0.0
5566,-0.7,0.0,2.0,0.0
8098,-0.8,0.0,2.0,0.0
7435,-0.1,0.0,2.0,0.0
9696,-0.7,0.0,2.0,0.1
6560,-3.1,0.0,0.0,-0.0
6810,-0.0,0.0,2.0,0.0
6517,0.0,0.0,3.0,0.0
7309,0.0,0.0,3.0,0.0
7283,0.0,0.0,3.0,0.1
9085,-0.0,0.0,2.0,0.0
5205,-0.5,0.0,3.0,0.1
8930,-0.0,0.0,2.0,0.0
8029,-1.5,0.0,1.0,0.0
7263,-3.0,0.0,0.0,0.0
9940,0.0,0.0,2.0,0.0
6341,0.0,0.0,2.0,0.0
5346,0.0,0.0,3.0,0.0
5405,-1.3,0.0,2.0,0.0
6766,-0.5,0.0,3.0,0.0
8143,-1.1,0.0,2.0,0.0
9042,0.2,0.0,2.0,-0.0
7929,-0.9,0.0,2.0,0.0
7498,-0.7,0.0,0.0,-0.0
9074,-0.0,0.0,3.0,0.0
8377,-2.2,0.0,0.0,-0.1
7000,-1.7,0.0,2.0,0.0
7488,-3.7,0.0,0.0,-0.0
7208,-0.8,0.0,2.0,0.0
5297,-0.1,0.0,2.0,0.0
9362,-1.2,0.0,2.0,0.0
7176,-1.9,0.0,0.0,0.0
8828,0.0,0.0,3.0,0.0
7824,-0.5,0.0,3.0,0.0
7177,-1.0,0.0,2.0,0.1
9874,-2.2,0.0,0.0,0.1
6858,-0.7,0.0,2.0,-0.0
8886,0.1,0.0,3.0,-0.0
8224,-0.5,0.0,2.0,0.0
6209,-0.3,0.0,3.0,0.0
7864,-0.3,0.0,2.0,-0.0
6052,-2.3,0.0,0.0,0.1
8217,0.0,0.0,2.0,0.0
6406,-3.9,0.0,0.0,-0.0
7507,-0.5,0.0,2.0,0.0
8771,-0.2,0.0,3.0,0.0
8943,-3.4,0.0,0.0,0.0
