,pop_density,flu_shot,covid_shots,bmi_diff,appetite_loss,fever,fatigue
19375,0.0,0.0,0.0,-0.0,0.9,0.0,0.0
17116,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
18949,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
13891,0.1,0.0,0.0,0.0,1.0,0.0,0.0
13706,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
13106,-0.0,0.0,0.0,0.0,0.3,0.0,0.0
11298,0.0,0.0,0.0,0.0,0.2,0.0,0.0
18986,-0.0,0.0,0.0,0.0,0.6,0.0,0.0
17877,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
11621,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
14442,-0.0,0.0,0.0,-0.0,0.3,0.0,0.0
19891,0.0,0.0,0.0,-0.0,0.1,0.0,0.0
12233,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14868,-0.1,0.0,0.0,-0.0,0.2,0.0,0.0
13978,0.0,0.0,0.0,-0.0,0.3,0.0,0.0
11364,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
18967,-0.0,0.0,0.0,0.0,0.9,0.0,0.0
13464,0.0,0.0,0.0,0.0,0.8,0.0,0.0
14003,-0.0,0.0,0.0,0.0,0.4,0.0,0.0
14667,-0.0,0.0,0.0,0.0,0.3,0.0,0.0
17958,0.0,0.0,0.0,0.0,0.6,0.0,0.0
18169,0.0,0.0,0.0,0.0,0.2,0.0,0.0
18240,0.0,0.0,0.0,-0.0,0.2,0.0,0.0
12685,-0.0,0.0,0.0,-0.0,0.5,0.0,0.0
19576,0.0,0.0,0.0,0.0,0.5,0.0,0.0
10193,-0.0,0.0,0.0,-0.0,0.7,0.0,0.0
16955,-0.0,0.0,0.0,0.0,1.0,0.0,0.0
14125,-0.0,0.0,0.0,-0.0,1.0,0.0,0.0
13853,-0.0,0.0,0.0,0.0,0.4,0.0,0.0
13503,-0.0,0.0,0.0,-0.0,0.1,0.0,0.0
16395,-0.0,0.0,0.0,-0.0,0.4,0.0,0.0
18448,0.0,0.0,0.0,0.0,0.3,0.0,0.0
13794,-0.0,0.0,0.0,0.0,0.7,0.0,0.0
14899,0.0,0.0,0.0,0.0,0.1,0.0,0.0
18847,0.1,0.0,0.0,-0.0,0.9,0.0,0.0
11331,0.0,0.0,0.0,0.0,0.6,0.0,0.0
10992,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17775,-0.0,0.0,0.0,0.0,0.8,0.0,0.0
13059,-0.0,0.0,0.0,0.0,0.6,0.0,0.0
16382,-0.0,0.0,0.0,-0.0,0.6,0.0,0.0
17222,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11739,-0.0,0.0,0.0,-0.0,0.9,0.0,0.0
18265,0.0,0.0,0.0,-0.0,0.5,0.0,0.0
15335,0.0,0.0,0.0,-0.0,0.3,0.0,0.0
13252,0.0,0.0,0.0,0.0,0.1,0.0,0.0
12259,-0.1,0.0,0.0,0.0,0.8,0.0,0.0
13926,-0.0,0.0,0.0,-0.0,0.2,0.0,0.0
